transcript_id	Annotation_uniprot
P3503_118_TRINITY_DN18690_c1_g1_i1	
P3503_108_TRINITY_DN34867_c0_g1_i1	
P3503_105_TRINITY_DN3275_c0_g1_i1	
P3503_125_TRINITY_DN22367_c4_g14_i1	
P3503_102_TRINITY_DN15980_c0_g1_i1	Q6PAV2
P3503_132_TRINITY_DN27334_c0_g1_i1	
P3503_114_TRINITY_DN13450_c1_g1_i1	
P3503_118_TRINITY_DN4814_c1_g1_i1	A4IGC3
P3503_114_TRINITY_DN23524_c0_g1_i1	
P3503_132_TRINITY_DN31779_c0_g1_i1	Q5PR98
P3503_113_TRINITY_DN17599_c0_g2_i1	Q7ZVN7
P3503_123_TRINITY_DN17899_c0_g2_i1	O35900
P3503_125_TRINITY_DN39769_c0_g1_i1	Q8TDX6
P3503_115_TRINITY_DN36248_c0_g1_i1	
P3503_132_TRINITY_DN1551_c0_g1_i1	O15519
P3503_113_TRINITY_DN21103_c0_g1_i1	
P3503_132_TRINITY_DN26834_c0_g1_i1	
P3503_129_TRINITY_DN18668_c0_g2_i1	
P3503_119_TRINITY_DN19711_c0_g1_i2	
P3503_121_TRINITY_DN5840_c0_g1_i1	F1R5H6
P3503_123_TRINITY_DN17685_c0_g1_i1	Q9PUB8
P3503_115_TRINITY_DN18410_c1_g1_i1	
P3503_123_TRINITY_DN33281_c0_g1_i1	
P3503_121_TRINITY_DN33042_c0_g1_i1	
P3503_113_TRINITY_DN35672_c0_g1_i1	Q5T9C2
P3503_123_TRINITY_DN22823_c0_g1_i1	
P3503_102_TRINITY_DN19631_c2_g4_i2	P98093
P3503_108_TRINITY_DN28325_c0_g1_i1	
P3503_130_TRINITY_DN22704_c0_g1_i1	P26187
P3503_105_TRINITY_DN23511_c0_g1_i1	
P3503_106_TRINITY_DN12973_c0_g1_i1	
P3503_101_TRINITY_DN20646_c0_g2_i5	
P3503_118_TRINITY_DN19697_c0_g1_i1	Q9H0A0
P3503_121_TRINITY_DN21341_c1_g3_i2	
P3503_131_TRINITY_DN29425_c0_g1_i1	
P3503_119_TRINITY_DN2413_c1_g1_i1	P46200
P3503_101_TRINITY_DN29739_c0_g1_i1	
P3503_131_TRINITY_DN35294_c0_g1_i1	Q5ZJ69
P3503_109_TRINITY_DN19054_c1_g1_i1	Q9NWX5
P3503_123_TRINITY_DN908_c0_g1_i1	
P3503_129_TRINITY_DN11509_c0_g1_i1	
P3503_106_TRINITY_DN16650_c0_g1_i1	
P3503_133_TRINITY_DN1078_c0_g1_i1	
P3503_106_TRINITY_DN5462_c0_g1_i1	
P3503_115_TRINITY_DN28043_c0_g1_i1	
P3503_109_TRINITY_DN20576_c1_g1_i2	
P3503_129_TRINITY_DN22433_c1_g1_i1	Q96EY1
P3503_119_TRINITY_DN20681_c0_g1_i1	
P3503_106_TRINITY_DN21429_c0_g2_i1	
P3503_111_TRINITY_DN23128_c0_g4_i3	
P3503_111_TRINITY_DN23128_c0_g4_i5	
P3503_125_TRINITY_DN32452_c0_g1_i1	
P3503_115_TRINITY_DN848_c0_g1_i1	
P3503_101_TRINITY_DN20039_c1_g1_i1	Q9ULJ7
P3503_125_TRINITY_DN35941_c0_g1_i1	Q9NZM1
P3503_106_TRINITY_DN1539_c1_g1_i1	
P3503_118_TRINITY_DN21926_c0_g1_i1	P98093
P3503_101_TRINITY_DN17065_c0_g1_i1	Q9BZK7
P3503_119_TRINITY_DN22978_c6_g5_i1	
P3503_105_TRINITY_DN21565_c0_g1_i1	Q5R7B8
P3503_115_TRINITY_DN21739_c0_g1_i1	
P3503_121_TRINITY_DN27302_c0_g1_i1	
P3503_103_TRINITY_DN21425_c3_g9_i10	Q90WJ7
P3503_111_TRINITY_DN33288_c0_g1_i1	Q6GQQ9
P3503_133_TRINITY_DN33675_c0_g1_i1	
P3503_119_TRINITY_DN25061_c0_g1_i1	Q98943
P3503_118_TRINITY_DN14355_c0_g1_i1	A1A5K2
P3503_118_TRINITY_DN40889_c0_g1_i1	
P3503_109_TRINITY_DN25979_c0_g1_i1	
P3503_108_TRINITY_DN30665_c0_g1_i1	
P3503_115_TRINITY_DN19700_c0_g3_i1	A3KNA5
P3503_130_TRINITY_DN22071_c1_g3_i2	
P3503_114_TRINITY_DN36781_c0_g1_i1	Q6IWL4
P3503_101_TRINITY_DN2890_c0_g1_i1	
P3503_130_TRINITY_DN10518_c0_g1_i1	
P3503_118_TRINITY_DN11223_c1_g1_i1	Q68DK2
P3503_118_TRINITY_DN18368_c0_g2_i1	O94898
P3503_129_TRINITY_DN38362_c0_g1_i1	
P3503_120_TRINITY_DN28842_c0_g1_i1	Q8TCU6
P3503_108_TRINITY_DN18306_c2_g1_i1	
P3503_111_TRINITY_DN16420_c0_g1_i1	
P3503_129_TRINITY_DN22246_c2_g2_i5	P23398
P3503_114_TRINITY_DN33531_c0_g1_i1	
P3503_130_TRINITY_DN30761_c0_g1_i1	
P3503_109_TRINITY_DN20593_c6_g2_i1	
P3503_123_TRINITY_DN26634_c0_g1_i1	
P3503_130_TRINITY_DN32915_c0_g1_i1	Q8WXD9
P3503_131_TRINITY_DN21363_c1_g1_i1	P00730
P3503_109_TRINITY_DN35032_c0_g1_i1	
P3503_121_TRINITY_DN20937_c0_g1_i2	Q62735
P3503_133_TRINITY_DN35347_c0_g1_i1	Q9UPN3
P3503_115_TRINITY_DN37236_c0_g1_i1	P61207
P3503_133_TRINITY_DN26376_c0_g1_i1	
P3503_125_TRINITY_DN1028_c0_g1_i1	Q6NWA8
P3503_120_TRINITY_DN13846_c0_g1_i1	P43121
P3503_121_TRINITY_DN18677_c1_g1_i1	
P3503_129_TRINITY_DN22219_c0_g1_i1	
P3503_130_TRINITY_DN32466_c0_g1_i1	Q7SY24
P3503_118_TRINITY_DN13789_c0_g1_i2	
P3503_113_TRINITY_DN15993_c0_g1_i1	O14686
P3503_132_TRINITY_DN30455_c0_g1_i1	
P3503_114_TRINITY_DN30710_c0_g1_i1	Q9XSD4
P3503_121_TRINITY_DN21424_c2_g14_i1	P61922
P3503_121_TRINITY_DN30795_c0_g1_i1	
P3503_106_TRINITY_DN16614_c0_g1_i1	Q9MYM4
P3503_109_TRINITY_DN19331_c0_g1_i1	
P3503_103_TRINITY_DN19966_c1_g1_i1	
P3503_103_TRINITY_DN31764_c0_g1_i1	
P3503_121_TRINITY_DN15329_c0_g1_i1	Q9UKA4
P3503_113_TRINITY_DN29218_c0_g1_i1	Q29RZ4
P3503_118_TRINITY_DN16203_c1_g1_i1	Q9WUD8
P3503_120_TRINITY_DN15848_c0_g1_i1	Q6ZV89
P3503_120_TRINITY_DN2118_c0_g1_i1	Q4V8Y6
P3503_129_TRINITY_DN21757_c1_g1_i1	
P3503_108_TRINITY_DN12681_c1_g1_i1	Q9W6R1
P3503_114_TRINITY_DN16751_c0_g2_i1	Q5D006
P3503_118_TRINITY_DN20683_c0_g1_i1	Q90744
P3503_130_TRINITY_DN22288_c0_g2_i1	A8K2U0
P3503_118_TRINITY_DN20683_c0_g1_i3	Q90744
P3503_120_TRINITY_DN21154_c0_g5_i3	Q92793
P3503_111_TRINITY_DN14644_c0_g1_i1	
P3503_114_TRINITY_DN34123_c0_g1_i1	
P3503_130_TRINITY_DN25374_c0_g1_i1	
P3503_103_TRINITY_DN27807_c0_g1_i1	
P3503_132_TRINITY_DN27589_c0_g1_i1	
P3503_132_TRINITY_DN26862_c0_g1_i1	
P3503_123_TRINITY_DN23174_c0_g1_i1	
P3503_130_TRINITY_DN29001_c0_g1_i1	
P3503_130_TRINITY_DN21801_c1_g2_i2	
P3503_130_TRINITY_DN21801_c1_g2_i1	
P3503_132_TRINITY_DN30060_c0_g1_i1	
P3503_101_TRINITY_DN25074_c0_g1_i1	Q6P2A1
P3503_113_TRINITY_DN20874_c0_g1_i2	
P3503_106_TRINITY_DN9328_c0_g1_i1	Q9NRR4
P3503_117_TRINITY_DN15224_c0_g2_i1	Q80U59
P3503_125_TRINITY_DN40583_c0_g1_i1	
P3503_118_TRINITY_DN20931_c1_g1_i1	P08631
P3503_115_TRINITY_DN19742_c0_g1_i1	B2KI97
P3503_108_TRINITY_DN19766_c2_g6_i3	Q8BJ48
P3503_108_TRINITY_DN19766_c2_g6_i2	
P3503_118_TRINITY_DN882_c0_g1_i1	Q16760
P3503_114_TRINITY_DN19438_c0_g1_i2	Q8C145
P3503_117_TRINITY_DN20516_c7_g8_i1	
P3503_103_TRINITY_DN15036_c0_g1_i1	Q3T022
P3503_106_TRINITY_DN17182_c0_g1_i1	Q9UBX3
P3503_121_TRINITY_DN20926_c0_g1_i1	Q6IRI9
P3503_115_TRINITY_DN35872_c0_g1_i1	
P3503_118_TRINITY_DN14908_c0_g1_i2	P15164
P3503_121_TRINITY_DN13037_c0_g1_i1	
P3503_103_TRINITY_DN21201_c1_g1_i4	Q8TDY4
P3503_118_TRINITY_DN22247_c0_g1_i1	Q5F3X0
P3503_129_TRINITY_DN13800_c0_g1_i1	Q6NYU6
P3503_109_TRINITY_DN22198_c0_g1_i1	O00470
P3503_119_TRINITY_DN19152_c0_g1_i1	
P3503_131_TRINITY_DN19480_c0_g1_i1	Q1LUD1
P3503_131_TRINITY_DN32093_c0_g1_i1	
P3503_125_TRINITY_DN15644_c0_g1_i1	Q32LT7
P3503_121_TRINITY_DN19353_c0_g1_i1	
P3503_113_TRINITY_DN20816_c1_g4_i1	
P3503_129_TRINITY_DN20168_c0_g1_i1	
P3503_113_TRINITY_DN19817_c0_g2_i1	
P3503_111_TRINITY_DN8239_c0_g1_i1	
P3503_108_TRINITY_DN18878_c0_g1_i5	G3V9R8
P3503_108_TRINITY_DN12048_c1_g1_i1	
P3503_117_TRINITY_DN20282_c1_g2_i2	
P3503_117_TRINITY_DN20282_c1_g2_i1	
P3503_131_TRINITY_DN32392_c0_g1_i1	
P3503_115_TRINITY_DN16003_c0_g2_i1	
P3503_109_TRINITY_DN26400_c0_g1_i1	
P3503_111_TRINITY_DN37884_c0_g1_i1	
P3503_109_TRINITY_DN16338_c1_g2_i1	Q8C0T5
P3503_108_TRINITY_DN10248_c0_g1_i1	Q98T94
P3503_114_TRINITY_DN17907_c0_g2_i2	
P3503_105_TRINITY_DN18448_c3_g13_i2	
P3503_105_TRINITY_DN18448_c3_g13_i1	
P3503_132_TRINITY_DN11389_c0_g1_i1	Q8TEU7
P3503_131_TRINITY_DN11555_c0_g1_i1	
P3503_123_TRINITY_DN21359_c0_g1_i2	Q8N9F7
P3503_108_TRINITY_DN36432_c0_g1_i1	O00469
P3503_114_TRINITY_DN19187_c0_g3_i1	O14974
P3503_119_TRINITY_DN23181_c2_g2_i9	Q8CG16
P3503_131_TRINITY_DN23197_c0_g1_i1	
P3503_119_TRINITY_DN33598_c0_g1_i1	Q13641
P3503_105_TRINITY_DN3145_c0_g1_i1	
P3503_120_TRINITY_DN30664_c0_g1_i1	
P3503_118_TRINITY_DN39314_c0_g1_i1	Q8TF45
P3503_106_TRINITY_DN28689_c0_g1_i1	
P3503_106_TRINITY_DN8796_c1_g1_i1	
P3503_125_TRINITY_DN18607_c0_g2_i1	Q9CXK9
P3503_131_TRINITY_DN27564_c0_g1_i1	
P3503_119_TRINITY_DN31255_c0_g1_i1	
P3503_115_TRINITY_DN16029_c1_g1_i1	Q01345
P3503_109_TRINITY_DN35082_c0_g1_i1	P0CB49
P3503_118_TRINITY_DN18756_c0_g2_i1	Q6NYA0
P3503_119_TRINITY_DN39943_c0_g1_i1	Q4KLL0
P3503_120_TRINITY_DN36334_c0_g1_i1	
P3503_111_TRINITY_DN34670_c0_g1_i1	Q921C3
P3503_114_TRINITY_DN15396_c0_g1_i1	Q8NAC3
P3503_106_TRINITY_DN5991_c0_g1_i1	O15228
P3503_111_TRINITY_DN34356_c0_g1_i1	
P3503_131_TRINITY_DN21669_c2_g2_i3	
P3503_120_TRINITY_DN37969_c0_g1_i1	A2T767
P3503_117_TRINITY_DN20581_c1_g1_i4	
P3503_120_TRINITY_DN34366_c0_g1_i1	A2VE13
P3503_106_TRINITY_DN29978_c0_g1_i1	O94776
P3503_120_TRINITY_DN13893_c0_g1_i1	
P3503_132_TRINITY_DN27582_c0_g1_i1	
P3503_111_TRINITY_DN23191_c1_g2_i1	
P3503_106_TRINITY_DN20222_c0_g1_i1	P28290
P3503_121_TRINITY_DN17829_c0_g1_i2	Q91W86
P3503_117_TRINITY_DN20589_c3_g1_i1	Q9PT08
P3503_111_TRINITY_DN19261_c0_g1_i3	Q9JJ54
P3503_114_TRINITY_DN30620_c0_g1_i1	Q4R5X9
P3503_129_TRINITY_DN20158_c0_g1_i1	
P3503_106_TRINITY_DN17216_c0_g1_i1	
P3503_118_TRINITY_DN13687_c0_g1_i1	Q497H0
P3503_108_TRINITY_DN16630_c0_g1_i3	Q9NS91
P3503_129_TRINITY_DN22277_c4_g3_i1	
P3503_131_TRINITY_DN21590_c3_g7_i3	
P3503_131_TRINITY_DN21590_c3_g7_i7	
P3503_114_TRINITY_DN26360_c0_g1_i1	Q13472
P3503_106_TRINITY_DN5082_c0_g1_i1	A6NMZ7
P3503_125_TRINITY_DN21067_c0_g3_i1	Q16842
P3503_117_TRINITY_DN26123_c0_g1_i1	O14917
P3503_108_TRINITY_DN10892_c1_g1_i1	
P3503_130_TRINITY_DN19455_c1_g1_i1	
P3503_106_TRINITY_DN16551_c1_g1_i1	
P3503_103_TRINITY_DN20961_c2_g1_i2	
P3503_123_TRINITY_DN7491_c0_g1_i1	Q5RE52
P3503_130_TRINITY_DN1297_c1_g1_i1	
P3503_113_TRINITY_DN25757_c0_g1_i1	Q9NS84
P3503_131_TRINITY_DN35398_c0_g1_i1	
P3503_101_TRINITY_DN9129_c0_g1_i1	P18716
P3503_119_TRINITY_DN17387_c1_g1_i1	
P3503_120_TRINITY_DN38580_c0_g1_i1	
P3503_131_TRINITY_DN30489_c0_g1_i1	
P3503_121_TRINITY_DN11589_c1_g1_i1	Q8N5B7
P3503_131_TRINITY_DN6541_c0_g1_i1	
P3503_118_TRINITY_DN37324_c0_g1_i1	
P3503_132_TRINITY_DN19757_c0_g1_i1	P62865
P3503_101_TRINITY_DN5334_c0_g1_i1	
P3503_111_TRINITY_DN9230_c0_g1_i1	Q9CYZ8
P3503_101_TRINITY_DN15430_c0_g3_i1	Q6DRD3
P3503_119_TRINITY_DN27817_c0_g1_i1	B9VR26
P3503_115_TRINITY_DN18312_c0_g1_i1	P61227
P3503_132_TRINITY_DN22994_c4_g3_i5	C6KFA3
P3503_132_TRINITY_DN22994_c4_g3_i6	
P3503_103_TRINITY_DN20461_c2_g1_i2	Q9NQQ7
P3503_132_TRINITY_DN30605_c0_g1_i1	Q8VHE6
P3503_120_TRINITY_DN9125_c0_g1_i1	Q62504
P3503_133_TRINITY_DN19600_c0_g2_i1	
P3503_108_TRINITY_DN10371_c0_g1_i1	P53995
P3503_109_TRINITY_DN20370_c0_g1_i3	P16236
P3503_105_TRINITY_DN14752_c0_g1_i1	P51910
P3503_125_TRINITY_DN30760_c0_g1_i1	
P3503_121_TRINITY_DN28449_c0_g1_i1	
P3503_113_TRINITY_DN17577_c0_g1_i1	Q5R8W6
P3503_132_TRINITY_DN27169_c0_g1_i1	
P3503_118_TRINITY_DN15958_c0_g1_i1	Q5FW38
P3503_109_TRINITY_DN20371_c4_g1_i1	
P3503_118_TRINITY_DN29788_c0_g1_i1	
P3503_121_TRINITY_DN38104_c0_g1_i1	P61129
P3503_117_TRINITY_DN33204_c0_g1_i1	Q8BZN6
P3503_111_TRINITY_DN30076_c0_g1_i1	
P3503_103_TRINITY_DN20488_c0_g1_i3	
P3503_101_TRINITY_DN18290_c0_g1_i1	Q86WC4
P3503_101_TRINITY_DN20633_c5_g3_i7	P04114
P3503_101_TRINITY_DN20633_c5_g3_i6	P04114
P3503_101_TRINITY_DN20633_c5_g3_i4	Q7TMA5
P3503_109_TRINITY_DN23822_c0_g1_i1	A1A5X5
P3503_105_TRINITY_DN18352_c8_g2_i6	
P3503_115_TRINITY_DN18570_c0_g1_i2	Q96N67
P3503_119_TRINITY_DN26670_c0_g1_i1	
P3503_121_TRINITY_DN38080_c0_g1_i1	
P3503_125_TRINITY_DN19735_c0_g1_i1	Q5U2R1
P3503_121_TRINITY_DN18788_c0_g1_i2	Q5RBJ6
P3503_121_TRINITY_DN18788_c0_g1_i1	Q5RBJ6
P3503_108_TRINITY_DN19585_c5_g4_i1	
P3503_113_TRINITY_DN1501_c0_g1_i1	
P3503_125_TRINITY_DN21931_c3_g1_i5	
P3503_108_TRINITY_DN28179_c0_g1_i1	E9PYL2
P3503_115_TRINITY_DN31423_c0_g1_i1	
P3503_121_TRINITY_DN19067_c1_g1_i1	Q9CQC9
P3503_103_TRINITY_DN21337_c5_g25_i2	
P3503_130_TRINITY_DN39630_c0_g1_i1	
P3503_114_TRINITY_DN30518_c0_g1_i1	
P3503_108_TRINITY_DN3677_c0_g1_i1	
P3503_114_TRINITY_DN32950_c0_g1_i1	
P3503_129_TRINITY_DN41646_c0_g1_i1	Q7ZV26
P3503_108_TRINITY_DN19690_c6_g7_i4	Q9Y600
P3503_108_TRINITY_DN19690_c6_g7_i7	Q9Y600
P3503_108_TRINITY_DN19690_c6_g7_i1	Q9Y600
P3503_125_TRINITY_DN22464_c0_g6_i1	
P3503_108_TRINITY_DN19690_c6_g7_i3	Q9Y600
P3503_115_TRINITY_DN29985_c0_g1_i1	Q06190
P3503_117_TRINITY_DN14464_c0_g2_i1	
P3503_119_TRINITY_DN31149_c0_g1_i1	
P3503_108_TRINITY_DN17814_c0_g2_i1	P10620
P3503_108_TRINITY_DN10132_c0_g1_i1	Q8TEH3
P3503_113_TRINITY_DN29454_c0_g1_i1	
P3503_120_TRINITY_DN2556_c0_g1_i1	Q4GZT4
P3503_113_TRINITY_DN13017_c0_g1_i1	
P3503_121_TRINITY_DN20849_c0_g1_i1	O14686
P3503_131_TRINITY_DN19810_c1_g2_i1	
P3503_114_TRINITY_DN6448_c0_g1_i1	O42275
P3503_119_TRINITY_DN3509_c0_g2_i1	Q8BRH4
P3503_119_TRINITY_DN11594_c0_g2_i1	Q8BGC9
P3503_114_TRINITY_DN19828_c0_g2_i1	P78325
P3503_109_TRINITY_DN14140_c1_g1_i1	
P3503_102_TRINITY_DN18066_c0_g1_i1	
P3503_106_TRINITY_DN34683_c0_g1_i1	
P3503_133_TRINITY_DN36935_c0_g1_i1	
P3503_106_TRINITY_DN20185_c0_g3_i1	
P3503_123_TRINITY_DN34125_c0_g1_i1	Q6DGW9
P3503_115_TRINITY_DN20580_c0_g2_i1	
P3503_114_TRINITY_DN27582_c0_g1_i1	
P3503_129_TRINITY_DN27899_c0_g1_i1	
P3503_121_TRINITY_DN21095_c3_g1_i1	
P3503_106_TRINITY_DN12344_c0_g1_i1	Q80TE4
P3503_133_TRINITY_DN22549_c1_g1_i2	P51523
P3503_119_TRINITY_DN37280_c0_g1_i1	
P3503_123_TRINITY_DN16560_c0_g1_i1	O93477
P3503_132_TRINITY_DN24849_c0_g1_i1	
P3503_120_TRINITY_DN21405_c3_g6_i1	
P3503_125_TRINITY_DN16220_c0_g1_i1	
P3503_106_TRINITY_DN20949_c0_g3_i1	
P3503_113_TRINITY_DN23501_c0_g1_i1	
P3503_115_TRINITY_DN9012_c0_g1_i1	Q90XY5
P3503_105_TRINITY_DN18212_c5_g1_i1	Q96A54
P3503_117_TRINITY_DN20200_c0_g2_i1	Q29S14
P3503_118_TRINITY_DN22065_c2_g1_i1	
P3503_123_TRINITY_DN19472_c0_g1_i2	Q8IU80
P3503_113_TRINITY_DN20331_c1_g2_i2	
P3503_125_TRINITY_DN9567_c0_g1_i1	D3Z3C6
P3503_120_TRINITY_DN32529_c0_g1_i1	Q9P241
P3503_114_TRINITY_DN34131_c0_g1_i1	P61759
P3503_108_TRINITY_DN31854_c0_g1_i1	
P3503_132_TRINITY_DN23044_c3_g1_i1	
P3503_102_TRINITY_DN8048_c0_g1_i1	
P3503_129_TRINITY_DN19531_c0_g2_i1	P84104
P3503_119_TRINITY_DN2889_c1_g1_i1	
P3503_115_TRINITY_DN26420_c0_g1_i1	
P3503_123_TRINITY_DN23045_c0_g1_i1	
P3503_125_TRINITY_DN37049_c0_g1_i1	P50295
P3503_114_TRINITY_DN1471_c0_g1_i1	
P3503_106_TRINITY_DN4575_c0_g1_i1	P82920
P3503_108_TRINITY_DN14389_c0_g2_i1	
P3503_119_TRINITY_DN23223_c2_g12_i1	
P3503_118_TRINITY_DN14040_c1_g1_i1	Q6DC75
P3503_120_TRINITY_DN2833_c0_g1_i1	
P3503_115_TRINITY_DN37008_c0_g1_i1	
P3503_106_TRINITY_DN23239_c0_g1_i1	
P3503_108_TRINITY_DN23618_c0_g1_i1	B2ZFP3
P3503_114_TRINITY_DN14339_c0_g1_i1	Q63065
P3503_131_TRINITY_DN19682_c0_g1_i3	Q99808
P3503_108_TRINITY_DN35564_c0_g1_i1	
P3503_120_TRINITY_DN23822_c0_g1_i1	
P3503_125_TRINITY_DN36049_c0_g1_i1	P58781
P3503_108_TRINITY_DN15930_c0_g2_i1	O75956
P3503_101_TRINITY_DN29219_c0_g1_i1	
P3503_120_TRINITY_DN17904_c1_g1_i1	Q66L49
P3503_123_TRINITY_DN22501_c6_g3_i1	P29122
P3503_132_TRINITY_DN22620_c0_g2_i1	O60664
P3503_115_TRINITY_DN32544_c0_g1_i1	
P3503_109_TRINITY_DN15395_c0_g1_i1	Q8R322
P3503_108_TRINITY_DN18751_c0_g2_i2	Q8N3P4
P3503_113_TRINITY_DN37331_c0_g1_i1	Q8BGA5
P3503_111_TRINITY_DN22449_c0_g1_i1	Q8IVY1
P3503_115_TRINITY_DN19836_c0_g3_i1	P08621
P3503_119_TRINITY_DN17225_c1_g1_i1	
P3503_120_TRINITY_DN10365_c0_g2_i1	Q5FW38
P3503_106_TRINITY_DN23125_c0_g1_i1	
P3503_114_TRINITY_DN14544_c0_g1_i1	Q99MY8
P3503_106_TRINITY_DN38285_c0_g1_i1	
P3503_105_TRINITY_DN28381_c0_g1_i1	Q90623
P3503_119_TRINITY_DN17501_c0_g1_i1	
P3503_114_TRINITY_DN36110_c0_g1_i1	
P3503_120_TRINITY_DN29803_c0_g1_i1	
P3503_129_TRINITY_DN14101_c0_g1_i1	
P3503_132_TRINITY_DN23076_c1_g1_i13	
P3503_117_TRINITY_DN5938_c0_g1_i1	P46597
P3503_113_TRINITY_DN20744_c0_g4_i2	Q9R0Q9
P3503_132_TRINITY_DN18435_c1_g1_i1	
P3503_125_TRINITY_DN30457_c0_g1_i1	
P3503_129_TRINITY_DN21529_c1_g1_i1	
P3503_118_TRINITY_DN19270_c0_g1_i1	
P3503_131_TRINITY_DN21657_c3_g1_i1	
P3503_130_TRINITY_DN19632_c0_g2_i1	
P3503_130_TRINITY_DN29335_c0_g1_i1	Q1LWH4
P3503_123_TRINITY_DN25220_c0_g1_i1	Q96S55
P3503_131_TRINITY_DN24265_c0_g1_i1	
P3503_119_TRINITY_DN23092_c2_g4_i5	
P3503_103_TRINITY_DN15523_c1_g1_i1	Q8IWT6
P3503_103_TRINITY_DN20580_c0_g1_i1	
P3503_118_TRINITY_DN25625_c0_g1_i1	Q5VZL5
P3503_109_TRINITY_DN19844_c1_g1_i1	Q4PLW0
P3503_109_TRINITY_DN19844_c1_g1_i3	Q4PLW0
P3503_131_TRINITY_DN28324_c0_g1_i1	
P3503_129_TRINITY_DN22435_c2_g4_i1	
P3503_129_TRINITY_DN31295_c0_g1_i1	
P3503_108_TRINITY_DN19566_c0_g1_i8	
P3503_111_TRINITY_DN23117_c6_g1_i2	
P3503_111_TRINITY_DN23117_c6_g1_i1	
P3503_120_TRINITY_DN37416_c0_g1_i1	
P3503_102_TRINITY_DN3091_c0_g1_i1	Q00973
P3503_108_TRINITY_DN17502_c0_g1_i1	
P3503_130_TRINITY_DN22140_c0_g1_i1	P12111
P3503_120_TRINITY_DN31045_c0_g1_i1	
P3503_119_TRINITY_DN29360_c0_g1_i1	
P3503_130_TRINITY_DN22140_c0_g1_i2	P15989
P3503_119_TRINITY_DN17918_c0_g1_i1	Q8TA94
P3503_113_TRINITY_DN20441_c0_g1_i1	
P3503_113_TRINITY_DN24035_c0_g1_i1	Q8WXA3
P3503_109_TRINITY_DN16096_c0_g1_i1	
P3503_115_TRINITY_DN18486_c0_g1_i1	A3KGT9
P3503_118_TRINITY_DN22381_c0_g1_i2	Q568P1
P3503_121_TRINITY_DN3223_c0_g1_i1	A7YY97
P3503_114_TRINITY_DN30914_c0_g1_i1	
P3503_125_TRINITY_DN17734_c0_g1_i1	
P3503_102_TRINITY_DN4021_c0_g1_i1	
P3503_114_TRINITY_DN689_c0_g1_i1	Q62928
P3503_119_TRINITY_DN36807_c0_g1_i1	
P3503_132_TRINITY_DN37461_c0_g1_i1	Q15542
P3503_102_TRINITY_DN34368_c0_g1_i1	
P3503_121_TRINITY_DN21392_c3_g6_i6	
P3503_125_TRINITY_DN21590_c1_g3_i3	Q5U3H3
P3503_113_TRINITY_DN8902_c0_g1_i1	
P3503_123_TRINITY_DN20326_c0_g1_i1	Q8IUD2
P3503_109_TRINITY_DN24422_c0_g1_i1	
P3503_130_TRINITY_DN20259_c1_g1_i1	
P3503_102_TRINITY_DN25646_c0_g1_i1	P58463
P3503_109_TRINITY_DN26858_c0_g1_i1	
P3503_109_TRINITY_DN34447_c1_g1_i1	
P3503_119_TRINITY_DN11911_c0_g1_i1	
P3503_120_TRINITY_DN249_c0_g2_i1	P34743
P3503_123_TRINITY_DN21149_c0_g1_i2	Q47690
P3503_114_TRINITY_DN14142_c0_g1_i1	
P3503_125_TRINITY_DN21590_c1_g3_i4	
P3503_125_TRINITY_DN16976_c0_g1_i1	P11217
P3503_120_TRINITY_DN31159_c0_g1_i1	Q80WC3
P3503_109_TRINITY_DN2689_c0_g1_i1	Q80U44
P3503_129_TRINITY_DN41614_c0_g1_i1	
P3503_106_TRINITY_DN6599_c0_g1_i1	
P3503_115_TRINITY_DN10279_c0_g1_i1	
P3503_101_TRINITY_DN28468_c0_g1_i1	Q7SYK1
P3503_106_TRINITY_DN17291_c0_g2_i1	D3ZHV2
P3503_123_TRINITY_DN16614_c0_g1_i1	D3ZVK1
P3503_109_TRINITY_DN26662_c0_g1_i1	
P3503_125_TRINITY_DN26845_c0_g1_i1	
P3503_106_TRINITY_DN5436_c0_g1_i1	A6NJL1
P3503_119_TRINITY_DN15944_c0_g1_i1	Q6X9Z5
P3503_119_TRINITY_DN36317_c0_g1_i1	
P3503_119_TRINITY_DN7985_c0_g1_i1	Q6TCG8
P3503_103_TRINITY_DN20826_c2_g2_i1	Q5XJD3
P3503_118_TRINITY_DN20588_c0_g1_i4	Q6NUV0
P3503_125_TRINITY_DN41370_c0_g1_i1	Q61371
P3503_103_TRINITY_DN33136_c0_g1_i1	
P3503_120_TRINITY_DN3664_c0_g1_i1	
P3503_131_TRINITY_DN933_c0_g1_i1	
P3503_119_TRINITY_DN24536_c0_g1_i1	Q6NVP8
P3503_111_TRINITY_DN19982_c0_g1_i1	P98093
P3503_129_TRINITY_DN16748_c1_g1_i1	
P3503_113_TRINITY_DN17287_c0_g1_i1	P26323
P3503_129_TRINITY_DN40429_c0_g1_i1	
P3503_109_TRINITY_DN3026_c0_g1_i1	P56982
P3503_131_TRINITY_DN25717_c0_g1_i1	
P3503_117_TRINITY_DN23704_c0_g1_i1	
P3503_123_TRINITY_DN12083_c0_g1_i1	
P3503_111_TRINITY_DN28656_c0_g1_i1	
P3503_125_TRINITY_DN18659_c0_g2_i1	Q7Z5J4
P3503_111_TRINITY_DN15685_c0_g1_i1	
P3503_132_TRINITY_DN36596_c0_g1_i1	Q9EQ28
P3503_132_TRINITY_DN9584_c0_g1_i1	
